countycode,white_percentage,black_percentage,ame_ala_percentage,asian_percentage,native_pacific_percentage,other_percentage,two_more_percentage,median_year_structure_built,median_value
12037,79.790001,13.86,.1,.28999999,0,2.76,3.21,1986,193800
12039,39.16,55.639999,.33000001,.17,.050000001,2.73,1.9299999,1982,98100
12041,90.760002,5.3600001,.079999998,.17,.0099999998,.67000002,2.9400001,1994,125900
12043,78.160004,13.57,4.0500002,.66000003,0,2.3199999,1.25,1988,72100
12045,80.489998,15.37,.62,.58999997,0,.58999997,2.3399999,1993,170700
12047,61.759998,34.189999,1.01,.75999999,0,1.01,1.26,1990,85900
12049,76.769997,6.4200001,.19,1.17,.02,9.1000004,6.3299999,1983,94100
12051,73.790001,11.31,1.9400001,.89999998,0,3.6800001,8.3900003,1986,105900
12053,86.629997,5.2199998,.28999999,1.2,.059999999,2.1700001,4.4299998,1990,158400
12055,79.309998,9.4799995,.13,1.48,0,6.02,3.5799999,1986,120500
12057,67.089996,16.709999,.28,4.1799998,.07,4.2399998,7.4299998,1989,233200
12059,87.889999,6.9899998,1.04,.69,.31999999,.70999998,2.3599999,1983,86400
12061,84.300003,8.3199997,.25999999,1.42,.079999998,1.71,3.9200001,1989,220700
12063,68.449997,26.559999,.70999998,.49000001,.07,1.0700001,2.6600001,1981,101300
12065,63.459999,33.540001,.23999999,.38,0,.61000001,1.77,1988,137300
12067,80.480003,15.78,.16,0,1.11,.090000004,2.3800001,1985,100600
12069,80.029999,10.7,.38999999,2.0999999,.14,1.8099999,4.8299999,1994,202500
12071,81.269997,8.2799997,.17,1.66,.059999999,3.5999999,4.9699998,1993,235300
12073,60.209999,31.190001,.14,3.6199999,.039999999,1.29,3.51,1987,212900
12075,85.599998,8.2799997,.16,.94,0,.72000003,4.29,1989,119000
12077,77.5,14.08,1.54,.41999999,0,2.03,4.4400001,1988,83700
12079,56.779999,37.970001,.11,.63999999,.02,2.04,2.4400001,1985,89100
12081,83.089996,8.4899998,.20999999,2.1400001,.079999998,2.2,3.79,1987,250700
12083,79.900002,12.93,.27000001,1.4299999,.029999999,1.28,4.1700001,1991,151700
12085,86.849998,5.5999999,.51999998,1.49,.12,2.3900001,3.02,1985,293000
12086,65.940002,16.92,.19,1.6,.029999999,4.6500001,10.67,1978,310700
12087,84.529999,7.5599999,.11,1.3,.19,2.1800001,4.1300001,1981,558100
12089,89.220001,5.6900001,.56999999,.97000003,.0099999998,1.49,2.05,1996,243700
12091,76.949997,9.7799997,.27000001,3.24,.25,3.4400001,6.0799999,1988,234600
12093,82.449997,8.6999998,.56,.94,.2,3.95,3.1900001,1987,116500
12095,59.869999,20.99,.2,5.2800002,.07,6.1300001,7.46,1991,257800
12097,66.440002,10.85,.34999999,2.76,.029999999,10.63,8.9399996,1999,221600
12099,69.870003,18.67,.2,2.77,.029999999,2.8399999,5.6300001,1986,301000
12101,84.230003,5.79,.28999999,2.6900001,.07,1.83,5.1100001,1988,173900
12103,80,10.28,.25,3.45,.090000004,1.61,4.3099999,1976,219800
12105,73.339996,15.25,.33000001,1.74,.050000001,4.23,5.0700002,1989,162400
12107,78.43,16.299999,.37,.60000002,.02,.75999999,3.51,1982,103400
12109,86.809998,5.4499998,.28,2.74,.079999998,.87,3.77,1999,326300
12111,70.339996,20.34,.38,2,.079999998,2.53,4.3400002,1992,209700
12113,84.599998,6.02,.47999999,1.87,.28999999,1.74,5,1994,214900
12115,89.68,4.5100002,.16,1.8200001,.02,1.01,2.8,1985,269300
12117,72.699997,11.95,.23999999,4.73,.039999999,4.6399999,5.6999998,1987,263700
12119,88.720001,7.1199999,.27000001,.95999998,.059999999,1.03,1.84,2004,267100
12121,80.269997,13.42,.15000001,.31999999,0,1.98,3.8599999,1989,107100
12123,73.830002,21.92,.28,.46000001,.2,2.05,1.28,1984,81900
12125,72.660004,20.23,.76999998,.55000001,.029999999,1.0700001,4.6900001,1989,112600
12127,79.339996,10.91,.33000001,1.8200001,.0099999998,4.3400002,3.25,1985,194900
12129,81.540001,13.64,.47,.46000001,0,1.05,2.8399999,1996,171200
12131,86.230003,4.6100001,.63999999,.72000003,0,3.5799999,4.2199998,1998,245400
12133,79.519997,15.02,1.28,.70999998,.38999999,.89999998,2.1800001,1985,120800
13001,73.809998,19.76,.67000002,0,0,3.6300001,2.1300001,1983,87100
13003,70.57,15.63,.67000002,0,0,8.5100002,4.6199999,1989,63400
13005,79.620003,16.450001,0,.47,0,1.85,1.62,1988,82300
13007,54.43,38.220001,.1,5.6599998,.55000001,0,1.04,1979,108100
13009,53.5,42.049999,.12,1.78,.16,.49000001,1.9,1984,128800
13011,91.120003,2.1600001,.5,1.12,0,2.53,2.5799999,1991,164500
13013,75.860001,12.13,.23999999,4,.0099999998,3.02,4.7600002,1998,169900
13015,81.559998,10.03,.14,.92000002,.059999999,3.03,4.25,1992,178500
13017,58.369999,36.939999,0,.58999997,0,2.8699999,1.24,1982,85500
13019,83.5,10.4,.059999999,.97000003,0,2.1099999,2.96,1986,95200
13021,39.279999,54.279999,.20999999,2.02,.039999999,.98000002,3.1900001,1975,125300
13023,70.639999,28.540001,0,.12,0,.34,.36000001,1981,101900
13025,93.389999,3.47,.23,.92000002,0,.47,1.52,1991,92800
13027,58.16,35.970001,0,.62,.11,3.3299999,1.8200001,1985,94200
13029,75.309998,14.49,.44999999,1.34,.07,3.0699999,5.2800002,1998,227400
13031,64.379997,28.02,.22,1.37,.27000001,1.53,4.1999998,1993,147100
13033,49.360001,47.349998,0,.44999999,0,1.15,1.6799999,1984,89900
13035,67.489998,28.41,.0099999998,.47999999,0,1.01,2.6099999,1993,156700
13037,33.880001,60.200001,0,.86000001,0,3.4300001,1.63,1975,48700
13039,72.449997,18.219999,.70999998,1.92,.090000004,1.39,5.2199998,1993,171400
13043,67.809998,25.17,0,.57999998,0,3.71,2.73,1988,89800
13045,73.389999,19.639999,.80000001,.76999998,.050000001,2.47,2.8800001,1989,147400
13047,91.769997,2.1500001,.34,1.36,.050000001,1.67,2.6600001,1990,151300
13049,65.389999,26.32,1.24,1.09,.1,1.85,4.0100002,1982,87200
13051,51.369999,40.279999,.25,2.75,.15000001,1.92,3.27,1983,209200
13053,65.779999,21.139999,.14,2.45,.40000001,3.6500001,6.4400001,1976,82000
13055,84.739998,9.75,.059999999,.38999999,0,2.1700001,2.8900001,1976,77200
13057,85.150002,6.96,.28999999,1.86,.090000004,1.8099999,3.8399999,1998,271300
13059,62,28.219999,.18000001,3.8900001,.039999999,2.3599999,3.3099999,1984,186800
13061,42.68,55.68,0,1.0599999,0,.38,.2,1985,70500
13063,15.09,69.82,.14,5.1300001,.07,6.02,3.72,1986,122100
13065,67.459999,25.15,2.3499999,.029999999,0,3.5799999,1.4299999,1977,71800
13067,57.119999,27.57,.22,5.5100002,.059999999,4.8699999,4.6599998,1988,273900
13069,65.550003,28.639999,.079999998,.69999999,0,1.55,3.49,1988,106400
13071,62.599998,23.469999,1.11,.75999999,.02,9.6700001,2.3800001,1983,92600
13073,72.440002,16.799999,.25,4.1300001,0,1.21,5.1700001,1996,215200
13075,68.639999,27.35,0,.88,0,.76999998,2.3599999,1980,93400
13077,75.169998,17.52,.25,2,.02,1.67,3.3699999,1996,225000
13079,74.559998,22.08,.13,.12,0,1.7,1.4,1991,121500
13081,52.48,45.77,0,.12,.1,.19,1.34,1979,83100
13083,93.849998,1.12,0,1.27,.13,.41,3.21,1987,128500
13085,94.699997,.74000001,.1,.70999998,0,.38999999,3.3599999,1996,241900
13087,52.16,41.709999,.14,.67000002,0,4.0700002,1.24,1986,115000
13089,33.450001,53.279999,.87,6.1599998,.07,1.79,4.3800001,1981,235300
13091,67.480003,29.780001,.079999998,.31999999,0,.94,1.39,1982,86600
13093,45.389999,49.450001,.039999999,0,0,1.85,3.26,1976,81400
13095,25.73,69.730003,.18000001,.97000003,.050000001,1.3,2.03,1975,106200
13097,44.610001,47.580002,.090000004,1.72,.0099999998,2.6800001,3.3199999,1993,171300
13099,44.799999,50.900002,.49000001,.50999999,0,.52999997,2.77,1981,120700
13101,66.860001,3.55,1.62,0,0,17.040001,10.93,1988,76000
13103,80.190002,13.59,.18000001,.67000002,.079999998,1.4,3.8900001,1998,170600
13105,66.339996,29.65,.14,.63999999,0,1.1900001,2.04,1977,87400
13107,61.959999,33.439999,.20999999,.17,0,1.0700001,3.1600001,1981,74700
13109,57.970001,28.559999,.30000001,.94999999,0,9.7600002,2.46,1986,97700
13111,95.779999,.17,.1,.31,.14,1.14,2.3599999,1993,206900
13113,64.480003,23.530001,.15000001,4.3899999,.17,3.1500001,4.1300001,1991,293400
13115,78.120003,13.85,.16,1.1900001,.02,3,3.6600001,1976,137600
13117,75.580002,3.6199999,.28999999,14.32,.02,2.03,4.1399999,2002,362300
13119,85.339996,8.8900003,.31999999,1.1900001,0,2.1800001,2.0899999,1987,120500
13121,43.400002,43.619999,.38999999,7.3099999,.039999999,1.73,3.51,1989,326700
13123,92.110001,.41999999,1.11,.31999999,.0099999998,3.54,2.49,1996,205800
13125,88.870003,9.7200003,.47,0,.029999999,0,.89999998,1982,82600
13127,67.779999,25.459999,.23999999,1.51,.11,1.35,3.55,1985,194300
13129,84.769997,4.0700002,1.24,1.2,.13,5.04,3.55,1988,148300
13131,64.43,29.17,.47,.62,.039999999,.31,4.96,1989,121700
13133,58.880001,34.509998,0,1.13,.02,3.9100001,1.53,1993,241300
13135,45.360001,28.1,.38999999,12.15,.039999999,8.5799999,5.3800001,1994,235700
13137,85,2.6500001,.16,2.1600001,.70999998,5.0300002,4.29,1991,155200
13139,80.540001,7.1900001,.25999999,1.9,.0099999998,4.0599999,6.04,1993,212700
13141,24.559999,72.239998,0,1.42,.14,1.1900001,.44999999,1989,80400
13143,91.940002,4.3499999,.14,.83999997,0,.57999998,2.1600001,1988,144200
13145,79.160004,15.99,.12,.66000003,.0099999998,1,3.0699999,1994,230400
13147,76.790001,19.6,.56999999,.97000003,0,.47999999,1.59,1987,149100
13149,86.739998,8.4700003,0,.81999999,.14,.31,3.52,1984,114500
13151,45.419998,45.599998,.1,3.4000001,0,1.6,3.8800001,1999,189600
13153,59.349998,31.32,.60000002,3.3599999,.18000001,.99000001,4.21,1991,157200
13155,69.989998,28.860001,.36000001,.41999999,0,.19,.18000001,1979,83200
13157,85.209999,6.9699998,.02,1.78,.029999999,2.55,3.4400001,1998,210100
13159,75.269997,19.700001,.11,.16,0,2.9100001,1.86,1988,145000
13161,75.910004,16.35,0,.25,0,3.6600001,3.8199999,1986,85900
13163,43.709999,53.009998,.14,.37,0,1.66,1.12,1978,85600
13165,58.049999,35.59,2.0799999,.72000003,0,2.1199999,1.45,1979,61300
13167,63.849998,33.869999,0,.2,0,.37,1.72,1982,68900
13169,72.269997,24.5,.16,.61000001,0,.31999999,2.1500001,1990,149700
13171,66.760002,28.4,.029999999,.55000001,0,.63,3.6400001,1987,145800
13173,72.550003,23.030001,.14,.47,0,.54000002,3.27,1992,117800
13175,57.77,37.619999,.23,1.1,.02,2.4000001,.86000001,1985,99600
13177,71.970001,21.690001,.12,2.27,.14,.61000001,3.2,1994,166900
13179,43.720001,40.689999,.5,1.9,.51999998,4,8.6700001,1992,133700
13181,67.559998,30.040001,.050000001,.1,.039999999,.92000002,1.29,1981,132300
13183,61.07,25.120001,.23,.67000002,.34999999,6.21,6.3499999,1994,129800
13185,55.810001,36.93,.54000002,1.47,.12,2.1400001,3,1991,145900
13187,94.239998,2.0999999,.38,.81999999,.079999998,1.05,1.3200001,1996,199100
13189,53.59,39.93,0,.43000001,1.14,2.6600001,2.26,1980,115100
13191,62.34,34.610001,.090000004,1.6900001,0,0,1.27,1993,152700
13193,33.57,61.880001,0,.079999998,0,3.49,.97000003,1979,68600
13195,83.620003,8.8199997,.20999999,1.27,0,3.73,2.3499999,1987,143200
13197,60.240002,30.51,.13,1.2,.41,4.6700001,2.8399999,1992,109400
13199,57.939999,40.330002,.059999999,.25,0,.70999998,.72000003,1982,112500
13201,67.739998,31.040001,.20999999,.1,.49000001,0,.41999999,1979,99400
13205,48.110001,46.029999,.34,.44999999,.25,1.34,3.47,1980,94200
13207,73.660004,22.780001,.18000001,.63,0,.75999999,1.99,1991,175000
13209,67.25,26.23,0,.38999999,0,5,1.14,1988,92200
13211,73.019997,24.219999,.059999999,.07,0,1.39,1.24,1988,230400
13213,95.980003,.86000001,.17,.38,0,.46000001,2.1500001,1990,122100
13215,42.470001,46.459999,.31,2.48,.15000001,2.8499999,5.2800002,1977,142900
13217,48.110001,45.860001,.28,1.2,.07,1.73,2.74,1996,159200
13219,87.720001,4.9200001,.1,4.0700002,.090000004,.36000001,2.75,1994,304400
13221,79.440002,17.139999,.02,.33000001,0,.75999999,2.3099999,1986,133200
13223,73.209999,20.110001,.22,1.08,.02,1.23,4.1399999,1999,184000
13225,48.970001,44.470001,.44,.86000001,.18000001,3.45,1.62,1984,140100
13227,87.440002,1.64,.82999998,.28999999,0,.02,9.7799997,1994,196400
13229,85.690002,10.1,.33000001,0,0,2.8800001,1.01,1988,101700
13231,88.059998,8.8599997,0,.38,0,.97000003,1.72,1992,181700
13233,79.5,11.35,.34,.56999999,.039999999,3.8099999,4.4000001,1983,121900
13235,59.869999,38.689999,.40000001,.69,0,.17,.18000001,1980,109500
13237,68.940002,26.08,.029999999,.19,0,2.79,1.98,1992,165800
13239,43.32,46.990002,0,6.3299999,.51999998,0,2.8399999,1985,70200
13241,91.779999,2.02,0,1.7,.0099999998,3.28,1.21,1987,185500
13243,32.130001,63.27,0,.039999999,0,2.74,1.8099999,1982,76100
13245,36.09,56.700001,.18000001,1.95,.19,1.59,3.3,1978,115300
13247,35.82,55.889999,.090000004,1.9299999,.18000001,1.87,4.1999998,1988,170100
13249,67.209999,27.360001,0,0,0,2.6300001,2.8,1990,134800
13251,55.779999,40.799999,.34,.77999997,0,.67000002,1.65,1980,85700
13253,61.650002,35.32,0,1.14,0,.17,1.72,1981,92100
13255,61.639999,34.169998,.38999999,1.05,0,.47,2.28,1981,134800
13257,82.949997,11.26,.11,.60000002,.0099999998,2.3499999,2.73,1982,123800
13259,23.49,57.380001,.25999999,3.0699999,0,14.66,1.13,1976,44100
13261,43.240002,53.009998,.02,1.34,0,1.1,1.29,1980,122000
13263,40.779999,56.650002,.059999999,.57999998,0,.76999998,1.15,1989,98800
13265,37.66,58.52,0,0,.5,3.3199999,0,1978,63500
13267,57.98,29.07,.44,.14,.02,10.33,2.02,1987,89800
13269,57.889999,38.029999,0,3.3800001,0,.050000001,.64999998,1984,87100
13271,52.490002,39.290001,.079999998,.19,0,5.6399999,2.3099999,1974,69300
13273,36.279999,57.799999,.18000001,3.0899999,0,2.1300001,.51999998,1976,93400
13275,59.849998,36.860001,.15000001,.27000001,.059999999,1.02,1.8,1984,150300
13277,62.279999,29.35,.23,1.26,0,3.0599999,3.8099999,1983,123000
13279,65.75,25.870001,.029999999,.73000002,0,4.8099999,2.8099999,1981,97800
13281,94.809998,1.72,.34999999,.51999998,0,.62,1.99,1993,241900
13283,70.589996,28.98,0,0,0,0,.43000001,1983,71900
13285,58.009998,36.57,.20999999,2.1800001,0,1.12,1.9,1983,138300
13287,57.029999,39.720001,0,.73000002,0,.63,1.88,1971,73600
13289,56.459999,41.959999,.34,.16,0,0,1.0700001,1982,71800
13291,95.980003,.75,.34999999,.34,0,.17,2.4100001,1994,199000
13293,68,27.67,.62,.40000001,.75999999,1.04,1.5,1975,102800
13295,91.910004,3.8499999,.14,.81,.0099999998,.34999999,2.9300001,1977,121600
13297,76.849998,18.139999,.07,1.64,.02,1.5599999,1.73,1994,210500
13299,64.120003,30.879999,.25,1.24,.12,1.3099999,2.0799999,1977,86800
13301,37.740002,60.889999,0,.97000003,0,0,.40000001,1978,64600
13303,43.450001,53.07,.25,.69999999,0,.98000002,1.55,1983,92500
13305,74.459999,20.6,.11,.49000001,0,1.39,2.95,1986,116000
13307,54.619999,32.860001,.31,0,0,10.86,1.35,1984,69700
13309,60.779999,38.91,0,0,0,.059999999,.23999999,1975,55500
13311,94.160004,2.45,.61000001,.60000002,0,.63999999,1.53,1994,182700
13313,86.029999,3.46,.98000002,1.41,.02,4.1799998,3.9200001,1985,142800
13315,63.310001,35.57,.1,0,.0099999998,.30000001,.69999999,1977,62000
13317,53.349998,41.889999,.079999998,0,0,3.04,1.63,1975,79000
13319,59.139999,39.040001,.090000004,0,.029999999,.44,1.26,1979,70100
13321,68.400002,28.129999,.31999999,.87,.029999999,.47999999,1.76,1986,93400
15001,32.689999,.64999998,.40000001,22.67,12.01,2.0599999,29.52,1987,364100
15003,20.200001,2.45,.19,42.599998,10,1.23,23.32,1976,702300
15005,13.3,.69,17.66,3.4400001,62.16,0,2.75,0,
15007,31.76,.49000001,.46000001,32.389999,9.1300001,.88,24.9,1983,606900
15009,33.77,.61000001,.23,28.940001,11.25,1.76,23.440001,1983,657400
16001,89.379997,1.27,.56999999,2.5699999,.2,1.6,4.4000001,1994,298600
16003,95.360001,.33000001,1.17,0,.40000001,.12,2.6199999,1986,228500
16005,88.019997,.66000003,2.5999999,2,.13,2.3099999,4.27,1975,167300
16007,94.32,.30000001,.86000001,.47999999,0,1.55,2.49,1973,154500
16009,86.260002,.38999999,8.9200001,.23,.69999999,.17,3.3299999,1976,177500
16011,81.43,.22,6.3600001,.40000001,.090000004,7.3000002,4.1900001,1976,168200
16013,90.269997,.62,.93000001,.50999999,.23,2.9300001,4.5100002,1987,458100
16015,93.739998,.31,.51999998,1.1900001,.12,.63,3.48,1990,234900
16017,93.910004,.27000001,1.05,.67000002,.07,.64999998,3.3800001,1988,275700
16019,88.830002,.46000001,.66000003,.92000002,.12,5.6700001,3.3399999,1982,202100
16021,93.529999,.30000001,1.28,1.29,.67000002,.81,2.1400001,1989,235000
16023,99.5,.12,0,0,0,0,.38,1971,146600
16025,97.190002,0,0,0,0,0,2.8099999,1990,164900
16027,80.629997,.34999999,.98000002,.82999998,.34999999,11.46,5.3899999,1994,211600
16029,93.800003,0,.25999999,.059999999,0,3.6700001,2.22,1975,151100
16031,89.209999,.20999999,1.01,.72000003,.079999998,4.27,4.5,1974,168400
16033,84.629997,.89999998,4.6300001,0,0,9.8299999,0,1980,122900
16035,92.860001,.44999999,2.27,.62,.25999999,.66000003,2.8800001,1971,167700
16037,86.550003,.14,.55000001,.07,0,1.5,11.19,1983,216700
16039,83.050003,2.72,2.2,2.8499999,.68000001,2.5999999,5.9000001,1986,164400
16041,94.010002,.12,.81,.11,.0099999998,2.3,2.6400001,1974,222200
16043,94.120003,.23999999,.20999999,.16,.56,1.75,2.97,1980,168400
16045,88.370003,.079999998,.91000003,.56,0,5.5,4.5799999,1978,198700
16047,89.330002,.029999999,.79000002,.92000002,.19,2.3900001,6.3600001,1977,156500
16049,93.129997,.20999999,3.6600001,.52999997,.02,.60000002,1.84,1981,197200
16051,90.129997,.0099999998,1.2,.49000001,.02,5.2800002,2.8699999,1985,223900
16053,88.540001,.17,.60000002,.75999999,.58999997,4.1199999,5.23,1979,178300
16055,92.129997,.37,1.28,.82999998,.1,1.03,4.2600002,1993,294100
16057,91.050003,1.21,1.24,2.1600001,.07,.5,3.77,1978,245200
16059,93.760002,.029999999,.44999999,.1,.029999999,1.17,4.46,1979,192100
16061,83.559998,.55000001,7.2199998,1.27,.029999999,2.9100001,4.4699998,1968,150000
16063,88.559998,0,.62,.56,0,2.9200001,7.3400002,1976,152500
16065,91.870003,.25,.17,1.46,.25,2.51,3.48,2000,229800
16067,89.089996,.14,.83999997,.38,.17,3.9000001,5.48,1972,155600
16069,89.660004,.059999999,5.9200001,.87,.059999999,.5,2.9200001,1972,205600
16071,97.059998,.090000004,.38,0,0,.75,1.72,1970,182700
16073,77.599998,.54000002,2.74,.14,0,13.28,5.71,1980,160900
16075,84.980003,.059999999,.60000002,.89999998,.039999999,7.2600002,6.1500001,1976,183600
16077,79.839996,.029999999,6.4299998,0,0,11.11,2.5899999,1974,149100
16079,93.07,.87,2.6900001,.02,.13,.25999999,2.97,1957,133000
16081,89.949997,0,.97000003,0,0,5.3200002,3.76,2000,358100
16083,88.580002,.81999999,.75999999,1.84,.02,3.4100001,4.5700002,1978,182100
16085,98.099998,.079999998,.40000001,.1,0,.41999999,.89999998,1991,306900
16087,86.269997,.050000001,.55000001,.28999999,.25999999,8.6700001,3.9200001,1976,163000
17001,92.470001,4.1100001,.18000001,.74000001,.0099999998,.31999999,2.1700001,1965,130500
17003,63.27,35.049999,.1,.029999999,.47,0,1.08,1968,56100
17005,90.389999,6.8000002,1.46,.31,0,.31,.72000003,1974,116900
17007,85.559998,2.75,.17,.99000001,0,6.9299998,3.5899999,1985,160600
17009,77.970001,18.17,.63999999,0,0,1.77,1.45,1966,99800
17011,92.900002,.80000001,.23999999,.79000002,.0099999998,2.8299999,2.4400001,1956,103900
17013,96.910004,.61000001,.31,1.09,0,.039999999,1.05,1967,131800
17015,95.410004,2.1099999,.050000001,.49000001,0,.41999999,1.52,1957,102200
17017,88.230003,4.1999998,.19,.07,.57999998,4.0300002,2.6900001,1964,81700
17019,70.760002,13.45,.13,10.89,.039999999,.89999998,3.8299999,1979,166600
17021,96.419998,1.54,.20999999,.69999999,.28999999,.0099999998,.82999998,1962,93200
17023,96.989998,.52999997,.090000004,.33000001,0,.40000001,1.66,1966,94900
17025,96.220001,.44,.25,.54000002,0,.02,2.53,1972,84400
17027,93.260002,3.24,.17,.56999999,0,.58999997,2.1700001,1976,145700
17029,92.470001,3.95,.14,1.1799999,.039999999,.34,1.89,1970,105100
17031,54.400002,23.26,.31,7.4699998,.039999999,9.5900002,4.9299998,1959,255500
17033,92.760002,5.8099999,.039999999,.11,0,.22,1.0599999,1963,94100
17035,96.769997,.1,.059999999,.18000001,0,.74000001,2.1500001,1970,106300
17037,82.760002,7.5,.13,2.1400001,.029999999,3.4200001,4.0100002,1977,182300
17039,96.669998,.94999999,.0099999998,.029999999,0,.41,1.9299999,1963,103600
17041,94.739998,.93000001,.51999998,.62,.090000004,.54000002,2.5699999,1969,120500
17043,74.559998,4.9200001,.18000001,12.19,.039999999,3.5699999,4.5500002,1978,315600
17045,97.080002,.91000003,.14,.55000001,.02,.51999998,.77999997,1959,82800
17047,96.889999,.44,.44,.28,0,.19,1.77,1966,81000
17049,96.669998,.69,.14,.37,0,.81999999,1.3200001,1977,151700
17051,93.739998,4.4099998,.15000001,.52999997,.18000001,.050000001,.94,1964,93200
17053,94.099998,1.09,.50999999,.70999998,0,2.0799999,1.51,1955,98600
17055,96.610001,.68000001,.17,.51999998,.039999999,.40000001,1.58,1966,77000
17057,93.489998,3.71,.38999999,.2,.07,.51999998,1.62,1959,92600
17059,96.169998,.36000001,0,.12,0,.28,3.0699999,1972,76400
17061,96.790001,1.5,.0099999998,.11,.029999999,.5,1.0599999,1953,83400
17063,92.900002,1.24,.039999999,.83999997,.039999999,2.22,2.71,1984,199800
17065,96.709999,.31999999,0,.67000002,.37,.63,1.3,1970,104900
17067,96.599998,.47999999,.0099999998,.33000001,0,.1,2.48,1962,88500
17069,96.839996,2.49,.25999999,0,0,0,.41,1967,77500
17071,97.160004,.16,0,.67000002,0,0,2,1971,85800
17073,92.949997,1.83,.11,.47999999,0,2.3099999,2.3299999,1960,122200
17075,92.239998,.85000002,.079999998,.36000001,0,4.1700001,2.3,1960,107300
17077,76.040001,14.98,.28999999,3.4300001,.2,1.75,3.3099999,1976,114300
17079,97.290001,.36000001,.029999999,.1,0,.18000001,2.04,1974,99900
17081,86.290001,7.8699999,.2,1.2,.02,.31999999,4.1100001,1975,97100
17083,96.339996,.44999999,.07,.34,0,.16,2.6400001,1975,148800
17085,96.739998,.56,.31999999,.58999997,.029999999,.28,1.48,1974,156300
17087,88.010002,10.52,.13,.36000001,0,.46000001,.51999998,1980,117500
17089,71.019997,5.4000001,.50999999,3.99,.050000001,13.33,5.6999998,1982,245500
17091,78.059998,14.92,.2,.82999998,0,2.6500001,3.3299999,1971,152800
17093,78.489998,7.9200001,.14,3.3399999,0,4.9499998,5.1500001,2000,243700
17095,85.699997,9.0699997,.27000001,1.08,0,1.62,2.26,1956,83700
17097,72.709999,6.7600002,.40000001,8.0299997,.050000001,7.3000002,4.75,1981,271700
17099,91.360001,2.72,.1,.82999998,.0099999998,2.5799999,2.4000001,1961,130600
17101,87.010002,9.6099997,.23,.13,0,.23,2.78,1960,80500
17103,89.800003,5.3200002,.17,.67000002,.050000001,1.09,2.9000001,1959,122600
