countycode,total_insurance,total_insurance_building,total_insurance_contents
21197,108000,85500,22500
21199,245000,175000,70000
21203,48666.668,40666.66666666666,8000
21205,120578.79,98472.72727272728,22106.06060606061
21207,121000,110500,10500
21209,215487.5,163000,52487.5
21211,265000,189285.7142857143,75714.28571428571
21213,116666.66,83333.33333333333,33333.33333333334
21215,181700,181700,0
21217,150000,150000,0
21219,130750,112750,18000
21223,228533.33,171000,57533.33333333334
21225,168000,149000,19000
21227,199025,154875,44150
21229,262500,187500,75000
21233,130000,100000,30000
21235,74125,61125,13000
21239,358880,332880,26000
22001,148695.08,116817.7347242921,31877.34724292101
22003,150123.36,112765.4205607477,37357.94392523365
22005,200772.33,174410.2658788774,26362.06302314131
22007,160829.03,138790.3225806452,22038.70967741936
22009,118968.79,88108.91719745223,30859.87261146497
22011,190622.77,141912.8712871287,48709.90099009901
22013,96416.664,95183.33333333333,1233.333333333333
22015,180500.86,154257.7142857143,26243.14285714286
22017,219597.41,183807.1428571429,35790.25974025974
22019,216035.81,162895.406360424,53140.41117892708
22021,118179.77,96885.71428571429,21294.04761904762
22023,241865.86,186797.3333333333,55068.53333333333
22025,88032.93,71405.48780487805,16627.43902439025
22027,183691.11,140784.4444444444,42906.66666666666
22029,184046.81,145927.6595744681,38119.14893617021
22031,80211.109,72155.55555555556,8055.555555555556
22033,202735.97,175103.8247793397,27632.14285714286
22035,177461.53,134753.8461538462,42707.6923076923
22037,193154.84,154832.2580645161,38322.58064516129
22039,137118.02,107905.8139534884,29212.20930232558
22041,181048.48,136793.9393939394,44254.54545454546
22043,107687.36,86845.97701149425,20841.37931034483
22045,218690.44,163399.3174061434,55291.12627986348
22047,235281.72,162953.7634408602,72327.95698924731
22049,92500,67500,25000
22051,226538.23,172798.5635359116,53739.66850828729
22053,174734.5,141984.2105263158,32750.29239766082
22055,233392.98,181326.1639344262,52066.81967213115
22057,187948.58,152765.5660377358,35183.01886792453
22059,90800,72771.05263157895,18028.94736842105
22061,204785.72,177642.8571428571,27142.85714285714
22063,199140.89,170017.206676485,29123.68679430535
22065,138352.63,99613.15789473684,38739.47368421053
22067,149306.61,118796.2264150943,30510.37735849056
22069,154064.58,124205.5555555556,29859.02777777778
22071,367104.19,291349.7384155456,75754.44693572496
22073,163938.3,137966.7864476386,25971.50924024641
22075,220048.66,126977.027027027,93071.62162162163
22077,147857.27,119965.3225806452,27891.93548387097
22079,152487.3,120025.5291005291,32461.77248677249
22081,167750,129250,38500
22083,144528.08,114267.1232876712,30260.95890410959
22085,79216.664,64655.55555555555,14561.11111111111
22087,272642.84,193944.0476190476,78698.80952380953
22089,280532.25,204925.352112676,75606.88575899844
22091,188936.67,138536.6666666667,50400
22093,257140.91,185711.3636363636,71429.54545454546
22095,259421.63,186404.5045045045,73017.11711711712
22097,165144.89,128969.6022727273,36175.28409090909
22099,207387.92,158432.1931589537,48955.73440643863
22101,255477.83,174834.9753694581,80642.85714285714
22103,258775.05,200752.9253530599,58022.12508406187
22105,207803.94,160992.6193118757,46811.32075471698
22109,190184.58,146784.1897233202,43400.395256917
22111,141185.25,118123.0769230769,23062.17948717949
22113,190590.48,146027.7333333333,44562.75555555556
22115,180859.53,145217.4603174603,35642.06349206349
22117,147599.16,117437.9746835443,30161.18143459916
22119,155827.69,121126.1538461538,34701.53846153846
22121,234504.88,180604.8780487805,53900
22123,179000,140265.3846153846,38734.61538461538
22125,140692,115796,24896
22127,148027.78,113077.7777777778,34950
23001,158800,158800,0
23003,179915.8,138336.8421052631,41578.94736842105
23005,232615.39,183923.0769230769,48692.3076923077
23007,389900,371400,18500
23009,234666.67,186666.6666666667,48000
23011,202387.5,181325,21062.5
23013,421000,365000,56000
23015,360000,320000,40000
23017,201920,160840,41080
23019,114875,100300,14575
23023,66050,62200,3850
23025,210000,160000,50000
23027,263315.38,215384.6153846154,47930.76923076923
23029,400000,400000,0
23031,315206.19,247812.3711340206,67393.81443298969
24001,132000,101000,31000
24003,253173.95,193481.512605042,59692.43697478992
24005,281274.56,209605.9322033898,71668.64406779662
24009,260944.44,203333.3333333333,57611.11111111111
24013,192550,164400,28150
24015,272952.63,238884.2105263158,34068.42105263158
24017,255398.55,185472.4637681159,69926.08695652174
24019,213600,177134.2857142857,36465.71428571428
24021,244811.94,179838.8059701493,64973.13432835821
24023,145514.28,119642.8571428571,25871.42857142857
24025,212482.14,150150,62332.14285714286
24027,300067.16,238976.4705882353,61090.6862745098
24029,316666.66,250000,66666.66666666667
24031,284505.19,205580.9248554913,78924.2774566474
24033,264405.5,197058.6034912718,67346.88279301746
24035,304185.41,244566.6666666667,59618.75
24037,251533.33,195479.6296296296,56053.7037037037
24039,193235.84,176762.2641509434,16473.58490566038
24041,268475,193750,74725
24043,287090,222300,64790
24045,493617.19,437110.9375,56506.25
24047,473234.47,415020.6896551724,58213.79310344828
24510,869736.69,801858.6666666666,67878
25001,315679.13,267078.3505154639,48600.77319587629
25003,143016.67,121183.3333333333,21833.33333333333
25005,307520.69,245882.7586206897,61637.93103448276
25007,357142.84,285714.2857142857,71428.57142857143
25009,316519.81,272991.8811881188,43527.92079207921
25013,337488.88,304155.5555555556,33333.33333333334
25015,303333.34,216666.6666666667,86666.66666666667
25017,320156.13,261678.947368421,58477.19298245614
25019,397405.78,311926.9230769231,85478.84615384616
25021,322252.66,292528.8834951457,29723.78640776699
25023,315625.72,281509.7333333333,34116
25025,497527.94,434314.705882353,63213.23529411765
25027,290397.44,234469.2307692308,55928.20512820513
26001,316666.66,250000,66666.66666666667
26005,400150,380050,20100
26007,183866.67,150533.3333333333,33333.33333333334
26011,155383.61,132563.9344262295,22819.67213114754
26015,124829.69,109804.6875,15025
26017,162258.03,141465.4320987654,20792.59259259259
26019,728000,664000,64000
26021,223264.39,186149.3150684932,37115.06849315068
26023,158536.36,127427.2727272727,31109.09090909091
26025,214277.78,162944.4444444444,51333.33333333334
26027,205933.33,152600,53333.33333333334
26029,262500,187500,75000
26031,115000,115000,0
26033,210000,150000,60000
26035,350000,250000,100000
26037,166000,142666.6666666667,23333.33333333333
26041,216250,191250,25000
26045,176070.59,155794.1176470588,20276.47058823529
26047,800500,500000,300500
26049,187635,141105,46530
26051,251428.58,197400,54028.57142857143
26053,227500,162500,65000
26055,299642.84,168928.5714285714,130714.2857142857
26057,131025,106025,25000
26059,100371.43,83228.57142857143,17142.85714285714
26061,136250,101250,35000
26063,108000,95538.46153846153,12461.53846153846
26065,197181.13,169056.6037735849,28124.52830188679
26067,117766.66,109108.3333333333,8658.333333333334
26069,153021.63,123235.1351351351,29786.48648648649
26073,173126.09,138760.8695652174,34365.21739130434
26075,190920,148520,42400
26077,285016.5,197934.8623853211,87081.65137614679
26081,178832.81,145210.9375,33621.875
26085,209907.69,148876.9230769231,61030.76923076923
26089,277700,251588.8888888889,26111.11111111111
26091,81000,81000,0
26093,194383.33,167058.3333333333,27325
26097,194666.67,168000,26666.66666666667
26099,206194.83,183560.3448275862,22634.48275862069
26101,171521.42,137750,33771.42857142857
26103,245714.28,200000,45714.28571428572
26105,190120,150120,40000
26107,104200,91400,12800
26109,192630,149630,43000
26111,147836.78,126543.1818181818,21293.59504132231
26115,170138.3,159647.5177304964,10490.78014184397
26121,332294.34,306684.9056603773,25609.43396226415
26123,131350,97750,33600
26125,276686.5,228783.7837837838,47902.7027027027
26127,245000,195000,50000
26133,68566.664,64566.66666666666,4000
26139,238303.17,178026.9841269841,60276.19047619047
26143,28000,20000,8000
26145,113230.88,107380.350877193,5850.526315789473
26147,196154.28,173638.2899628253,22515.98513011152
26149,121951.73,92010.3448275862,29941.37931034483
26153,70000,50000,20000
26155,87766.664,87766.66666666667,0
26157,70566.664,63060,7506.666666666667
26159,825253.88,810615.3846153846,14638.46153846154
26161,175777.78,149777.7777777778,26000
26163,160746.78,131714.2857142857,29032.49299719888
27001,256250,206250,50000
27003,339823.81,274538.0952380953,65285.71428571428
27005,280000,200000,80000
27007,140000,100000,40000
27009,189000,135000,54000
27013,213044.44,153733.3333333333,59311.11111111111
27015,203125,159075,44050
27017,280000,200000,80000
27019,140000,100000,40000
27023,187950,128450,59500
27025,350000,250000,100000
27027,107350,80150,27200
27031,124250,88750,35500
27033,198866.67,135533.3333333333,63333.33333333334
27035,158333.33,115000,43333.33333333334
27037,374627.28,251257.5757575757,123369.696969697
27039,150275,128100,22175
27043,80100,66100,14000
27045,96928.57,75214.28571428571,21714.28571428571
27047,323250,221250,102000
27049,128921.88,104771.875,24150
27053,238137.25,176568.6274509804,61568.62745098039
27055,205800,205800,0
27059,192700,182700,10000
27063,156500,110900,45600
27065,197433.33,151600,45833.33333333334
27069,199500,159500,40000
27073,43333.332,33333.33333333334,10000
27075,475000,312500,162500
27079,204941.17,170758.8235294118,34182.35294117647
27081,70000,50000,20000
27083,196666.67,143333.3333333333,53333.33333333334
27085,76000,50000,26000
27089,92150,89650,2500
27093,350000,250000,100000
27095,292566.66,225900,66666.66666666667
27097,224771.42,158714.2857142857,66057.14285714286
27099,194514.28,141514.2857142857,53000
27101,124988.89,118544.4444444444,6444.444444444444
27103,340222.22,250000,90222.22222222222
27105,77500,77500,0
27107,245000,175000,70000
27109,279176.47,187647.0588235294,91529.41176470589
27111,282500,212500,70000
27113,350000,250000,100000
27115,212413.05,155891.3043478261,56521.73913043478
27117,130750,119500,11250
27119,229647.06,160294.1176470588,69352.94117647059
27123,222600,159000,63600
27129,227500,162500,65000
27131,197500,129642.8571428571,67857.14285714286
27133,146900,133566.6666666667,13333.33333333333
27137,153571.42,110714.2857142857,42857.14285714286
27139,184966.67,148966.6666666667,36000
27141,248200,214866.6666666667,33333.33333333334
27143,158333.33,116666.6666666667,41666.66666666666
27145,215120,154480,60640
27147,197864.7,136541.1764705882,61323.52941176471
27151,350000,250000,100000
27153,140000,100000,40000
27155,200000,200000,0
27157,184586.67,151106.6666666667,33480
27161,210000,150000,60000
27163,540041.88,499997.6744186046,40044.18604651163
27165,446100,312650,133450
27167,70000,50000,20000
27169,108500,66600,41900
27171,269125,216500,52625
27173,168575,131850,36725
28001,364560,224560,140000
28003,211650,161650,50000
28007,135000,101666.6666666667,33333.33333333334
28011,167800,128904.9180327869,38895.08196721312
28013,222750,167750,55000
28015,233333.33,166666.6666666667,66666.66666666667
28019,202000,152000,50000
28021,44466.668,34566.66666666666,9900
28023,130429.41,90652.94117647059,39776.47058823529
28025,212300,187094.7368421053,25205.26315789474
28027,138769.64,120166.0714285714,18603.57142857143
28029,168800,150300,18500
28031,156200,130633.3333333333,25566.66666666667
28033,232388.47,185365.3846153846,47023.07692307692
28035,142878.58,108862.1428571429,34016.42857142857
28039,77450,76825,625
28041,90837.5,74087.5,16750
28043,333587.5,220337.5,113250
28045,263649.69,203816.6666666667,59833.01282051282
28047,352911.44,275841.3793103448,77070.04926108374
28049,175540.67,135268.3146067416,40272.3595505618
28051,250566.67,172777.7777777778,77788.88888888889
28053,202068.19,138845.4545454546,63222.72727272727
28055,73966.664,66166.66666666667,7800
28059,300554.84,237310.773480663,63244.06077348066
28067,100422.73,80536.36363636363,19886.36363636364
28071,225000,158000,67000
28073,118264.52,97125.80645161291,21138.70967741936
28075,196963.64,152272.7272727273,44690.90909090909
28077,130422.22,92722.22222222222,37700
28079,47200,29533.33333333333,17666.66666666667
28081,225170.38,151544.4444444444,73625.92592592593
28083,154184.84,115254.5454545455,38930.30303030303
28085,107400,92428.57142857143,14971.42857142857
28087,162767.23,143236.2068965517,19531.03448275862
28089,128316.03,99421.37404580152,28894.65648854962
28091,94257.5,71283.75,22973.75
28093,42000,30000,12000
28095,193973.33,169286.6666666667,24686.66666666667
28099,350000,250000,100000
28103,210833.33,185833.3333333333,25000
28105,142660,108500,34160
28107,138500,103166.6666666667,35333.33333333334
28109,165737.31,131586.5671641791,34150.74626865672
28111,107220.52,88820.51282051283,18400
28113,215766.67,149722.2222222222,66044.44444444444
28115,210000,150000,60000
28119,104904.55,81722.72727272728,23181.81818181818
28121,193942.78,149647.7611940299,44295.02487562189
28123,82454.547,62454.54545454546,20000
28125,73395.234,70885.71428571429,2509.52380952381
28127,221100,153650,67450
28131,150650,127330,23320
28133,180756,136232,44524
28135,95237.5,87675,7562.5
28137,159500,140828.5714285714,18671.42857142857
28141,350000,250000,100000
28143,145462.5,114787.5,30675
28147,119503.7,98700,20803.7037037037
28149,175732.23,144554.5023696682,31177.72511848341
28151,116447.54,93912.02185792349,22535.51912568306
28153,174877.78,139600,35277.77777777778
28157,127095.7,104106.4516129032,22989.24731182796
28161,42000,30000,12000
28163,130155.32,105778.7234042553,24376.59574468085
29001,180000,180000,0
29003,162630.56,134222.2222222222,28408.33333333333
29005,179461.91,135771.4285714286,43690.47619047619
29011,60500,60500,0
29013,298333.34,225000,73333.33333333333
29015,183000,183000,0
29017,109900,74980,34920
29019,113128.57,102800,10328.57142857143
29021,161093.28,128437.5838926174,32655.70469798658
29023,130378.41,93093.18181818182,37285.22727272727
29027,112542.3,106915.3846153846,5626.923076923077
29029,244388.89,196011.1111111111,48377.77777777778
29031,194920.83,133437.5,61483.33333333334
29033,108147.62,89107.14285714286,19040.47619047619
29035,158979.31,142551.724137931,16427.58620689655
29037,208262.03,170900,37362.0253164557
29041,44641.176,41994.11764705883,2647.058823529412
29043,217577.78,179211.1111111111,38366.66666666666
29045,298242.84,120557.1428571429,177685.7142857143
29047,173616.28,147227.9069767442,26388.37209302326
29049,161950,126450,35500
29051,196052.31,148632.3076923077,47420
29055,186816,148280,38536
29061,79000,59000,20000
29065,71500,71500,0
29069,120100,98100,22000
29071,126326.09,101517.3913043478,24808.69565217391
29073,79366.664,63018.84057971014,16347.82608695652
29075,70000,50000,20000
29077,362255.56,234788.8888888889,127466.6666666667
29079,155000,150000,5000
29081,60000,60000,0
29087,130911.03,116071.1743772242,14839.85765124555
29089,90162.5,90162.5,0
29091,193800,151397.9166666667,42402.08333333334
29093,39300,36500,2800
29095,293687.16,214019.7860962567,79667.37967914439
29097,147738.3,125323.4042553192,22414.89361702128
29099,115669.2,95249.00662251655,20420.19867549669
29101,231700,165500,66200
29105,126300,114966.6666666667,11333.33333333333
29111,67700,54957.14285714286,12742.85714285714
29113,96949.344,83934.53947368421,13014.80263157895
29115,149166.67,112166.6666666667,37000
29117,78150,63150,15000
29119,140191.61,120855.9440559441,19335.66433566434
29123,29100,21600,7500
29125,141464.28,107935.7142857143,33528.57142857143
29127,128300,108270,20030
29131,350000,200000,150000
29133,48500,48500,0
29135,80000,80000,0
29139,117200,117200,0
29141,200000,150000,50000
29143,243525,188525,55000
29145,112329,93868,18461
29147,10000,10000,0
29149,138500,107350,31150
29151,89017.391,76060.86956521739,12956.52173913043
29153,128375,115150,13225
29155,198375,173375,25000
29157,48120,41080,7040
29159,140216.67,110216.6666666667,30000
29161,165063.64,124209.0909090909,40854.54545454546
29163,89057.141,76381.95488721805,12675.18796992481
29165,179446.16,150321.1538461538,29125
29169,156313.95,119158.1395348837,37155.81395348837
29171,40000,40000,0
29173,113642.86,85071.42857142857,28571.42857142857
29177,262500,187500,75000
29179,132924,107788,25136
29181,187391.67,153990,33401.66666666666
29183,146666.2,121893.6467598475,24772.5540025413
29186,136330,99070,37260
29187,175050,140935.7142857143,34114.28571428572
29189,250587.59,177949.4525547445,72638.13868613138
29195,33900,33900,0
29201,92491.305,80882.60869565218,11608.69565217391
29203,65133.332,58466.66666666666,6666.666666666667
29207,65583.336,59750,5833.333333333333
29209,168695,136830,31865
29213,559900,528719.1780821917,31180.82191780822
29217,84280,58620,25660
29219,419675,263425,156250
29223,191366.67,106283.3333333333,85083.33333333333
29229,49000,35000,14000
29510,492300,341514.2857142857,150785.7142857143
30005,105000,75000,30000
30009,292000,212333.3333333333,79666.66666666667
30013,117975,107300,10675
30017,157500,112500,45000
30021,140000,100000,40000
30023,350000,250000,100000
30029,265130,189190,75940
30031,372857.16,235714.2857142857,137142.8571428571
30033,27000,27000,0
30041,230000,180000,50000
30049,241961.53,177038.4615384615,64923.07692307692
30051,196333.33,169666.6666666667,26666.66666666667
30053,350000,250000,100000
30063,236784.61,177461.5384615385,59323.07692307692
30067,188666.67,155333.3333333333,33333.33333333334
30071,25100,25100,0
30081,350000,250000,100000
30083,103333.34,96666.66666666667,6666.666666666667
30087,280000,200000,80000
30095,200000,150000,50000
30097,350000,250000,100000
30099,140000,100000,40000
30105,169285.72,155000,14285.71428571429
30107,280000,200000,80000
30111,273133.34,200333.3333333333,72800
31001,173200,130000,43200
31003,36375,31375,5000
31011,147700,120600,27100
31015,58166.668,51833.33333333334,6333.333333333333
31019,341883.34,244974.0740740741,96909.25925925926
31021,194216.67,152058.3333333333,42158.33333333334
31023,47966.668,42433.33333333334,5533.333333333333
31025,192513.25,159443.3734939759,33069.87951807229
31027,106600,104100,2500
31035,70000,50000,20000
31037,102210.71,82675,19535.71428571429
31039,91960,87700,4260
31041,127750,100250,27500
31043,299433.34,230000,69433.33333333333
31047,165609.38,127359.375,38250
31049,15000,15000,0
31051,105000,75000,30000
31053,128219.23,116598.0769230769,11621.15384615385
31055,163743.27,146256.3265306122,17486.9387755102
31065,99000,99000,0
31067,289720,205320,84400
31079,199942.31,168788.4615384615,31153.84615384615
31089,63425,58425,5000
31093,110427.27,101336.3636363636,9090.90909090909
31097,175000,125000,50000
31101,210000,200000,10000
31107,132272.73,104090.9090909091,28181.81818181818
31109,184847.06,146611.7647058823,38235.29411764706
31111,123750,101750,22000
31119,200081.81,155536.3636363636,44545.45454545454
31121,42000,30000,12000
31125,207433.33,180766.6666666667,26666.66666666667
31129,70000,50000,20000
31131,210000,150000,60000
31137,126250,121250,5000
31139,105000,82142.85714285714,22857.14285714286
31141,186168.42,152484.2105263158,33684.21052631579
31143,27866.666,27866.66666666667,0
31145,150000,125000,25000
31147,144333.33,110000,34333.33333333334
31151,81071.43,79642.85714285714,1428.571428571429
31153,225734.61,194834.6153846154,30900
31155,248381.13,200556.6037735849,47824.52830188679
31157,141000,105000,36000
31159,81860,81860,0
31161,350000,250000,100000
31167,150000,100000,50000
31169,58000,48000,10000
31173,425000,375000,50000
31175,133666.67,107000,26666.66666666667
31177,124488.46,104700,19788.46153846154
31181,227500,162500,65000
32001,350000,250000,100000
32003,389125,259125,130000
32005,219188.23,186341.1764705882,32847.05882352941
32007,145287.5,136762.5,8525
32013,266000,190000,76000
32019,258160,215780,42380
32023,200462.5,189325,11137.5
32031,382235.06,305188.8059701492,77046.26865671642
32033,75000,75000,0
32510,342500,287500,55000
33003,214068.42,165363.1578947369,48705.26315789474
33005,288750,206250,82500
33007,135037.5,112537.5,22500
33009,190797.14,149648.5714285714,41148.57142857143
33011,311592.84,210107.1428571429,101485.7142857143
33013,279116.66,222450,56666.66666666666
33015,329487.41,309342.5196850394,20144.88188976378
33017,42000,30000,12000
33019,233500,183500,50000
34001,438847.06,416193.094629156,22653.9641943734
34003,390734.88,302597.3684210526,88137.5
34005,229983.48,188261.7391304348,41721.73913043478
34007,201642.98,156614.953271028,45028.03738317757
34009,378623.78,354314.2953929539,24309.48509485095
34011,269956.75,219000,50956.75675675676
34013,290292.56,236019.0082644628,54273.55371900826
34015,212127.13,177701.6949152543,34425.42372881356
34017,498499.41,470083.734939759,28415.66265060241
34019,285231.25,246187.5,39043.75
34021,270395.25,207119.0476190476,63276.19047619047
34023,265026.88,210490.3225806452,54536.55913978495
34025,333011.81,271975.2688172043,61036.55913978495
34027,270177.78,215980.5555555556,54197.22222222222
34029,312298.84,263658.9353612167,48639.92395437262
34031,276512.03,218865.8227848101,57646.20253164557
34033,319427.03,292129.7297297297,27297.2972972973
34035,239227.03,180797.2972972973,58429.72972972973
34037,306666.66,283333.3333333333,23333.33333333333
34039,282797.44,234246.1538461538,48551.28205128205
34041,200120,184040,16080
35001,216255.56,188211.1111111111,28044.44444444445
35005,140000,100000,40000
35009,477000,278500,198500
35013,227963.64,200145.4545454546,27818.18181818182
35015,128000,128000,0
35025,147611.11,140333.3333333333,7277.777777777777
35027,350000,250000,100000
35029,280000,200000,80000
35031,84000,84000,0
35035,280545.47,218727.2727272727,61818.18181818182
35039,210000,150000,60000
35041,76100,76100,0
35043,142000,132000,10000
35045,225350,150350,75000
35047,147000,143000,4000
35049,241654.55,202563.6363636364,39090.90909090909
35051,80200,40200,40000
35053,228566.67,176900,51666.66666666666
35055,350000,250000,100000
35061,162695.45,139059.0909090909,23636.36363636364
36001,170500,136409.0909090909,34090.90909090909
36003,25000,25000,0
36005,236089.75,202833.3333333333,33256.41025641026
36007,255282.36,183735.294117647,71547.05882352941
36009,186416.67,136416.6666666667,50000
36011,138497.38,122876.3157894737,15621.05263157895
36013,176206.25,139209.375,36996.875
36015,214470,152323.3333333333,62146.66666666666
36017,132546.16,108700,23846.15384615385
36019,171700,121183.3333333333,50516.66666666666
36021,262500,187500,75000
36023,159230,106910,52320
36025,137563.64,102127.2727272727,35436.36363636364
36027,256237.5,197100,59137.5
36029,233780.91,178283.1460674157,55497.75280898876
36031,230068.42,176668.4210526316,53400
36033,25950,12500,13450
36035,242316.67,178916.6666666667,63400
36037,132426.31,94563.15789473684,37863.15789473684
36039,222820,173393.3333333333,49426.66666666666
36041,150512.5,125512.5,25000
36043,158701.92,126586.5384615385,32115.38461538462
36045,204571.91,170112.3595505618,34459.55056179775
36047,311276.16,241454.128440367,69822.01834862385
36049,75000,75000,0
36051,109712.5,88462.5,21250
36053,112578.57,95778.57142857143,16800
36055,300803.59,266824.5508982036,33979.04191616766
36057,226250,174375,51875
36059,289459.84,220588.2978723404,68871.5425531915
36061,360456.53,240217.3913043478,120239.1304347826
36063,233450,189343.75,44106.25
36065,145257.88,116906.7524115756,28351.12540192926
36067,192538.7,154970.9677419355,37567.74193548387
36069,213340,168786.6666666667,44553.33333333334
36071,245600,192003.8461538462,53596.15384615384
36073,154555.56,125666.6666666667,28888.88888888889
36075,148418.38,120022.4489795918,28395.91836734694
36077,171236.36,132000,39236.36363636364
36079,350000,250000,100000
36081,281993.78,231088.198757764,50905.5900621118
36083,163504.77,135095.2380952381,28409.52380952381
36085,291447.16,220350,71097.14285714286
36087,330050,252145.8333333333,77904.16666666667
36089,113518.18,102118.1818181818,11400
36091,422329.41,301711.7647058823,120617.6470588235
36093,169927.27,131290.9090909091,38636.36363636364
36097,458780,322140,136640
36099,222584.2,176978.947368421,45605.26315789474
36101,121816.66,95150,26666.66666666667
36103,271973.91,213087.3345935728,58886.57844990548
36105,154421.05,124810.5263157895,29610.52631578947
36107,138571.7,109745.2830188679,28826.41509433962
36109,143171.42,107385.7142857143,35785.71428571428
36111,203328.58,160642.8571428571,42685.71428571428
36113,209833.33,174833.3333333333,35000
36115,350000,250000,100000
36117,199740.91,174006.4935064935,25734.41558441558
36119,573179.94,513468.691588785,59711.21495327102
36121,140071.42,116500,23571.42857142857
36123,158600,158600,0
37001,221988.47,171430.7692307692,50557.6923076923
37003,443400,232733.3333333333,210666.6666666667
37005,303333.34,216666.6666666667,86666.66666666667
37009,373240,286240,87000
37011,255625,204250,51375
37013,182000.14,159260.1885424221,22739.9564902103
37015,165336.05,115590.6976744186,49745.34883720931
37017,182315.67,144113.4328358209,38202.23880597015
37019,304745.78,249471.7014503007,55274.07145383799
37021,281523.66,210027.9569892473,71495.69892473119
37023,238333.33,170833.3333333333,67500
37025,212345.45,167277.2727272727,45068.18181818182
37027,248462.5,190129.1666666667,58333.33333333334
37029,225726.13,204024.3243243243,21701.8018018018
37031,258346.19,213562.8486426181,44783.33953142432
37035,246954.55,193601.0101010101,53353.53535353536
37037,272453.84,219376.9230769231,53076.92307692308
37039,243514.28,166371.4285714286,77142.85714285714
37041,230427.27,190366.6666666667,40060.60606060606
37043,223800,163800,60000
37045,257911.11,220100,37811.11111111111
37047,171401.42,139578.4869976359,31822.93144208038
37049,259958.03,215441.8588399721,44516.17749825297
37051,248817.47,191211.301369863,57606.16438356164
37053,274388.38,222630.0653594771,51758.30065359477
37055,296965.81,253951.1872455902,43014.62008141113
37057,268134.22,200186.8421052631,67947.36842105263
37059,275333.34,216666.6666666667,58666.66666666666
37061,235569.17,171793.5233160622,63775.64766839378
37063,239066.39,184019.3277310924,55047.05882352941
37065,184781.66,143182.9457364341,41598.70801033592
37067,239707.08,185204.0404040404,54503.0303030303
37071,193061.53,155576.9230769231,37484.61538461538
37073,206600,160281.25,46318.75
37075,213750,168750,45000
37077,198083.33,164400,33683.33333333334
37079,201560.72,147187.5,54373.21428571428
37081,192375.48,164527.0967741935,27848.38709677419
37083,222683.33,153316.6666666667,69366.66666666667
37085,218109.75,167354.8780487805,50754.87804878049
37087,160044.83,128079.3103448276,31965.51724137931
37089,279957.16,244042.8571428571,35914.28571428572
37091,210896.67,162620,48276.66666666666
37093,213033.33,164666.6666666667,48366.66666666666
37095,244431.88,213944.1943127962,30487.67772511848
37097,247984.61,194473.0769230769,53511.53846153846
37099,259875,186875,73000
37101,225589.34,182208.6294416244,43380.71065989848
37103,249237.5,191807.5,57430
37105,237158.63,188296.5517241379,48862.06896551724
37107,224059.13,176804.1570438799,47254.96535796767
37109,320000,228571.4285714286,91428.57142857143
37111,184481.81,144300,40181.81818181818
37113,313663.16,218421.052631579,95242.10526315789
37115,139000,133000,6000
37117,148011.11,112611.1111111111,35400
37119,267557.59,212737.1024734982,54820.49469964665
37121,331650,242850,88800
37123,350000,250000,100000
37125,228459.38,184678.125,43781.25
37127,264241.88,204144.8275862069,60097.04433497537
37129,366566.13,308960.6211869107,57605.49084858569
37131,132920,99200,33720
37133,268993.75,220594.5139557267,48399.23002887392
37135,403062.19,343400,59662.18487394958
37137,253846.81,205792.9331306991,48053.87537993921
37139,205072,173860.6666666667,31211.33333333333
37141,247768.84,203649.8332221481,44119.01267511674
37143,216972.73,181004.5454545454,35968.18181818182
37145,278750,203750,75000
37147,231185.56,177870.7903780069,53314.7766323024
37149,315196.44,230921.4285714286,84275
37151,191746.67,146360,45386.66666666666
37153,201650,155150,46500
37155,172279.31,139256.2551103843,33023.05805396566
37157,113600,100305.2631578947,13294.73684210526
37159,243096.88,193406.25,49690.625
37161,231596,190752,40844
37163,211423.41,159574.4680851064,51848.93617021276
37165,176347.06,130700,45647.05882352941
37167,317060,246332,70728
37169,362375,232375,130000
37173,401773.69,307700,94073.68421052632
37175,214183.33,164966.6666666667,49216.66666666666
37177,140269.27,120277.0491803279,19992.2131147541
37179,244053.33,175790,68263.33333333333
37181,266500,201500,65000
37183,280314.16,219509.748427673,60804.40251572327
37187,221397.14,187657.1428571429,33740
37189,260318,199598,60720
37191,208776.06,163500.4724409449,45275.5905511811
37193,204000,146500,57500
37195,235186.16,169479.8742138365,65706.2893081761
37197,210000,150000,60000
37199,176400,137800,38600
38003,280000,200000,80000
38007,350000,250000,100000
38015,25000,25000,0
38017,201757.14,168108.5714285714,33648.57142857143
38029,143790.91,114090.9090909091,29700
38031,40000,40000,0
38035,239568.14,176143.3628318584,63424.77876106195
38045,350000,250000,100000
38047,350000,250000,100000
38053,42000,30000,12000
38059,175300,140883.3333333333,34416.66666666666
38067,38500,38500,0
38073,87900,87900,0
38077,112500,87500,25000
38089,600000,500000,100000
38093,350000,250000,100000
38097,250000,250000,0
38099,42533.332,36866.66666666666,5666.666666666667
38101,158400,104000,54400
38105,175000,125000,50000
39001,135900,107625,28275
39003,164130.44,130836.9565217391,33293.47826086957
39005,138750,105625,33125
39007,350000,250000,100000
39009,103078.95,86157.89473684211,16921.05263157895
39011,212806.06,154563.6363636364,58242.42424242424
39013,182811.77,113164.7058823529,69647.05882352941
39015,173716.67,127050,46666.66666666666
39017,212136.36,163700,48436.36363636364
39021,155557.14,124128.5714285714,31428.57142857143
39023,241285.19,167285.1851851852,74000
39025,186061.36,149661.3636363636,36400
39027,175000,125000,50000
39031,47380,45360,2020
